name	strain_name	ST	Revised_Source_Niche	Revised_Source_Type	Intestinal_or_Extraintestinal	Collection_Year	Collection	State	Biosample number	Assembly accession	SRA Accession	Bio Project ID	IncF_RST	cgMLST cluster (40 allelic distance)	PopPunk Cluster (Clusters merged by PopPunk are separated by underscores)																																																				
AUSMDU00034031	AUSMDU00034031	131	Human	Human	Extraintestinal	2019	MDU	VIC	SAMN20033283	NA	SRR15116257	PRJNA529744	F1:A1:B16	531	4																																																				
AUSMDU00034032	AUSMDU00034032	131	Human	Human	Extraintestinal	2019	MDU	VIC	SAMN20033284	NA	SRR15116256	PRJNA529744	F35:A-:B10	671	25																																																				
AUSMDU00034098	AUSMDU00034098	131	Human	Human	Intestinal	2019	MDU	VIC	SAMN20033285	NA	SRR15116255	PRJNA529744	F2!/F1!:A2:B20	46	4																																																				
AUSMDU00034108	AUSMDU00034108	410	Human	Human	Intestinal	2019	MDU	VIC	SAMN20033286	NA	SRR15116254	PRJNA529744	F31!/F16!:A4:B1	Unclustered (Singleton)	12																																																				
AUSMDU00034110	AUSMDU00034110	131	Human	Human	Extraintestinal	2019	MDU	VIC	SAMN20033287	NA	SRR15116253	PRJNA529744	F1:A2:B20	Unclustered (Singleton)	4																																																				
AUSMDU00034183	AUSMDU00034183	410	Human	Human	Intestinal	2019	MDU	VIC	SAMN20033288	NA	SRR15116252	PRJNA529744	F1:A1:B49	98	12																																																				
AUSMDU00034199	AUSMDU00034199	405	Human	Human	Intestinal	2019	MDU	VIC	SAMN20033289	NA	SRR15116251	PRJNA529744	F36!/F31!:A1:B1	Unclustered (Singleton)	24																																																				
AUSMDU00034264	AUSMDU00034264	226	Human	Human	Intestinal	2019	MDU	VIC	SAMN41064040	NA	SRR28786202	PRJNA857526	F16:A-:B-	Unclustered (Singleton)	116																																																				
AUSMDU00034343	AUSMDU00034343	10150	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768744	NA	SRR10126954	PRJNA565795	C4:A5:B1	Unclustered (Singleton)	1605																																																				
AUSMDU00034344	AUSMDU00034344	10	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768750	NA	SRR10126947	PRJNA565795	F98:A-:B65	Unclustered (Singleton)	5_1020_1036_1160																																																				
AUSMDU00034345	AUSMDU00034345	10	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768752	NA	SRR10126945	PRJNA565795	F36!/F31!:A4:B-	Unclustered (Singleton)	5_1020_1036_1160																																																				
AUSMDU00034346	AUSMDU00034346	10	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768779	NA	SRR10126888	PRJNA565795	F98:A-:B65	Unclustered (Singleton)	5_1020_1036_1160																																																				
AUSMDU00034347	AUSMDU00034347	1177	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768753	NA	SRR10126944	PRJNA565795	F29/Y10?*:A-:B10	Unclustered (Singleton)	20_785																																																				
AUSMDU00034348	AUSMDU00034348	1193	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768775	NA	SRR10126892	PRJNA565795	F2:A1:B-	39	15																																																				
AUSMDU00034349	AUSMDU00034349	1193	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768783	NA	SRR10126854	PRJNA565795	F-:A1:B10	360	15																																																				
AUSMDU00034350	AUSMDU00034350	127	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768658	NA	SRR10126811	PRJNA565795	F29:A-:B10	430	22																																																				
AUSMDU00034351	AUSMDU00034351	127	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768665	NA	SRR10126775	PRJNA565795	F29:A-:B10	430	22																																																				
AUSMDU00034352	AUSMDU00034352	131	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768723	NA	SRR10127005	PRJNA565795	F29:A-:B10*	81	4																																																				
AUSMDU00034353	AUSMDU00034353	131	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768743	NA	SRR10126955	PRJNA565795	F4!/F1!:A2:B20	46	4																																																				
AUSMDU00034354	AUSMDU00034354	131	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768656	NA	SRR10126813	PRJNA565795	F1:A2:B20	161	4																																																				
AUSMDU00034355	AUSMDU00034355	131	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768754	NA	SRR10126915	PRJNA565795	F88!/F1!:A2:B20	161	4																																																				
AUSMDU00034356	AUSMDU00034356	131	Human	Human	Unknown	2017	MDU	VIC	SAMN12768755	NA	SRR10126914	PRJNA565795	F2:A-:B10	Unclustered (Singleton)	25																																																				
AUSMDU00034357	AUSMDU00034357	131	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768756	NA	SRR10126913	PRJNA565795	F1:A2?:B20	731	4																																																				
AUSMDU00034358	AUSMDU00034358	131	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768660	NA	SRR10126808	PRJNA565795	F1:A2:B20	22	4																																																				
AUSMDU00034359	AUSMDU00034359	131	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768661	NA	SRR10126807	PRJNA565795	F36!/F31!:A-:B1	1443	4																																																				
AUSMDU00034360	AUSMDU00034360	131	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768763	NA	SRR10126905	PRJNA565795	F29:A-:B10	312	25																																																				
AUSMDU00034361	AUSMDU00034361	131	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768662	NA	SRR10126806	PRJNA565795	F29:A-:B10	16	25																																																				
AUSMDU00034362	AUSMDU00034362	131	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768663	NA	SRR10126805	PRJNA565795	F29:A-:B10	16	25																																																				
AUSMDU00034364	AUSMDU00034364	131	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768769	NA	SRR10126899	PRJNA565795	F1:A2:B20	46	4																																																				
AUSMDU00034365	AUSMDU00034365	131	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768664	NA	SRR10126804	PRJNA565795	F29:A-:B-	1437	25																																																				
AUSMDU00034366	AUSMDU00034366	131	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768776	NA	SRR10126891	PRJNA565795	F2!/F1!:A2:B20	80	4																																																				
AUSMDU00034367	AUSMDU00034367	131	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768782	NA	SRR10126855	PRJNA565795	F29:A-:B10	Unclustered (Singleton)	25																																																				
AUSMDU00034368	AUSMDU00034368	141	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768774	NA	SRR10126893	PRJNA565795	F2:A-:B-	Unclustered (Singleton)	36																																																				
AUSMDU00034369	AUSMDU00034369	155	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768768	NA	SRR10126900	PRJNA565795	F58:A-:B40	Unclustered (Singleton)	11																																																				
AUSMDU00034370	AUSMDU00034370	167	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768747	NA	SRR10126951	PRJNA565795	C4:A-:B1	Unclustered (Singleton)	5_1020_1036_1160																																																				
AUSMDU00034371	AUSMDU00034371	180	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768751	NA	SRR10126946	PRJNA565795	F-:A8:B-	Unclustered (Singleton)	974_1211																																																				
AUSMDU00034372	AUSMDU00034372	227	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768771	NA	SRR10126896	PRJNA565795	F8:A-:B-	Unclustered (Singleton)	5_1020_1036_1160																																																				
AUSMDU00034373	AUSMDU00034373	23	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768772	NA	SRR10126895	PRJNA565795	F2:A-:B1	Unclustered (Singleton)	12																																																				
AUSMDU00034375	AUSMDU00034375	372	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768657	NA	SRR10126812	PRJNA565795	F-:A-:B-	512	44																																																				
AUSMDU00034376	AUSMDU00034376	372	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768659	NA	SRR10126810	PRJNA565795	F29:A-:B10	512	44																																																				
AUSMDU00034377	AUSMDU00034377	38	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768761	NA	SRR10126907	PRJNA565795	F-:A-:B-	125	20_785																																																				
AUSMDU00034378	AUSMDU00034378	38	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768778	NA	SRR10126889	PRJNA565795	F-:A-:B-	Unclustered (Singleton)	20_785																																																				
AUSMDU00034379	AUSMDU00034379	38	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768784	NA	SRR10126853	PRJNA565795	F-:A-:B-	Unclustered (Singleton)	20_785																																																				
AUSMDU00034380	AUSMDU00034380	3873	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768781	NA	SRR10126856	PRJNA565795	F52:A-:B28	Unclustered (Singleton)	69																																																				
AUSMDU00034381	AUSMDU00034381	3877	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768758	NA	SRR10126911	PRJNA565795	F98!/F2!:A-:B65	Unclustered (Singleton)	5_1020_1036_1160																																																				
AUSMDU00034382	AUSMDU00034382	405	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768742	NA	SRR10126956	PRJNA565795	F35:A-:B10	Unclustered (Singleton)	24																																																				
AUSMDU00034383	AUSMDU00034383	405	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768759	NA	SRR10126910	PRJNA565795	F-:A-:B-	225	24																																																				
AUSMDU00034384	AUSMDU00034384	405	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768780	NA	SRR10126857	PRJNA565795	F36!/F31!:A4:B1	393	24																																																				
AUSMDU00034385	AUSMDU00034385	405	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768832	NA	SRR10127165	PRJNA565795	F-:A-:B-	359	24																																																				
AUSMDU00034386	AUSMDU00034386	410	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768773	NA	SRR10126894	PRJNA565795	F1:A1:B49	639	12																																																				
AUSMDU00034387	AUSMDU00034387	443	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768777	NA	SRR10126890	PRJNA565795	F90:A2:B33	Unclustered (Singleton)	61																																																				
AUSMDU00034389	AUSMDU00034389	648	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768767	NA	SRR10126901	PRJNA565795	F2:A-:B-	Unclustered (Singleton)	31_757_1000																																																				
AUSMDU00034390	AUSMDU00034390	69	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768745	NA	SRR10126953	PRJNA565795	F95!/F4!:A-:B64	352	10																																																				
AUSMDU00034391	AUSMDU00034391	69	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768749	NA	SRR10126949	PRJNA565795	F2!/F1!:A1:B20	88	10																																																				
AUSMDU00034392	AUSMDU00034392	69	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768762	NA	SRR10126906	PRJNA565795	F1:A1:B66	481	10																																																				
AUSMDU00034393	AUSMDU00034393	69	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768766	NA	SRR10126902	PRJNA565795	F95:A-:B10	435	10																																																				
AUSMDU00034394	AUSMDU00034394	701	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768764	NA	SRR10126904	PRJNA565795	F29:A-:B-	Unclustered (Singleton)	446																																																				
AUSMDU00034395	AUSMDU00034395	73	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768655	NA	SRR10126814	PRJNA565795	F29:A-:B10	34	8																																																				
AUSMDU00034396	AUSMDU00034396	8189	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768748	NA	SRR10126950	PRJNA565795	F2:A-:B10	719	4																																																				
AUSMDU00034397	AUSMDU00034397	83	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768746	NA	SRR10126952	PRJNA565795	F1:A2:B20	559	148																																																				
AUSMDU00034398	AUSMDU00034398	88	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768770	NA	SRR10126897	PRJNA565795	F2:A-:B1	Unclustered (Singleton)	12																																																				
AUSMDU00034399	AUSMDU00034399	93	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768760	NA	SRR10126908	PRJNA565795	F4:A-:B10	Unclustered (Singleton)	45																																																				
AUSMDU00034479	AUSMDU00034479	131	Human	Human	Extraintestinal	2019	MDU	VIC	SAMN41064041	NA	SRR28786201	PRJNA857526	F36!/F31!:A-:B59*	1443	4																																																				
AUSMDU00034480	AUSMDU00034480	1193	Human	Human	Unknown	2019	MDU	VIC	SAMN41064042	NA	SRR28786200	PRJNA857526	F-:A1:B33	353	15																																																				
AUSMDU00034565	AUSMDU00034565	361	Human	Human	Extraintestinal	2019	MDU	VIC	SAMN20033295	NA	SRR15116244	PRJNA529744	F2*:A4:B-	323	86																																																				
AUSMDU00034620	AUSMDU00034620	10	Human	Human	Intestinal	2019	MDU	VIC	SAMN41064045	NA	SRR28786196	PRJNA857526	F-:A-:B-	Unclustered (Singleton)	927																																																				
AUSMDU00034708	AUSMDU00034708	361	Human	Human	Unknown	2019	MDU	VIC	SAMN20033291	NA	SRR15116249	PRJNA529744	F2*:A4:B-	323	86																																																				
AUSMDU00034727	AUSMDU00034727	131	Human	Human	Unknown	2019	MDU	VIC	SAMN20033292	NA	SRR15116248	PRJNA529744	F29:A-:B10	164	25																																																				
AUSMDU00034734	AUSMDU00034734	10	Human	Human	Intestinal	2019	MDU	VIC	SAMN41064043	NA	SRR28786199	PRJNA857526	F59:A-:B-	388	5_1020_1036_1160																																																				
AUSMDU00034761	AUSMDU00034761	457	Human	Human	Extraintestinal	2019	MDU	VIC	SAMN20033293	NA	SRR15116246	PRJNA529744	F35!/F2!:A-:B10	Unclustered (Singleton)	75_529_1051																																																				
AUSMDU00034796	AUSMDU00034796	48	Human	Human	Intestinal	2019	MDU	VIC	SAMN41064044	NA	SRR28786198	PRJNA857526	F96:A-:B-	Unclustered (Singleton)	366																																																				
AUSMDU00035030	AUSMDU00035030	5150	Human	Human	Unknown	2019	MDU	VIC	SAMN41064046	NA	SRR28786195	PRJNA857526	F29:A-:B10	596	20_785																																																				
AUSMDU00035097	AUSMDU00035097	1193	Human	Human	Extraintestinal	2019	MDU	VIC	SAMN41064048	NA	SRR28786193	PRJNA857526	F-:A1:B10	360	15																																																				
AUSMDU00035220	AUSMDU00035220	2083	Human	Human	Intestinal	2019	MDU	VIC	SAMN20033296	NA	SRR15116243	PRJNA529744	F48:A1:B49	Unclustered (Singleton)	1604																																																				
AUSMDU00035248	AUSMDU00035248	131	Human	Human	Extraintestinal	2019	MDU	VIC	SAMN20033297	NA	SRR15116242	PRJNA529744	F36?:A6:B20	91	4																																																				
AUSMDU00035317	AUSMDU00035317	410	Human	Human	Extraintestinal	2019	MDU	VIC	SAMN20033298	NA	SRR15116241	PRJNA529744	F2!/F1!:A1:B49	639	12																																																				
AUSMDU00035404	AUSMDU00035404	452	Human	Human	Intestinal	2019	MDU	VIC	SAMN41064049	NA	SRR28786192	PRJNA857526	F-:A-:B-	Unclustered (Singleton)	904																																																				
AUSMDU00035516	AUSMDU00035516	6271	Human	Human	Intestinal	2019	MDU	VIC	SAMN41064050	NA	SRR28786191	PRJNA857526	F4:A-:B-	Unclustered (Singleton)	753																																																				
AUSMDU00035530	AUSMDU00035530	617	Human	Human	Intestinal	2019	MDU	VIC	SAMN20033299	NA	SRR15116240	PRJNA529744	F36:A4:B-	Unclustered (Singleton)	60																																																				
AUSMDU00035560	AUSMDU00035560	361	Human	Human	Intestinal	2019	MDU	VIC	SAMN20033301	NA	SRR15116238	PRJNA529744	F2:A4:B-	Unclustered (Singleton)	86																																																				
AUSMDU00035563	AUSMDU00035563	224	Human	Human	Extraintestinal	2019	MDU	VIC	SAMN41064051	NA	SRR28786190	PRJNA857526	F16:A-:B-	367	88																																																				
AUSMDU00035564	AUSMDU00035564	117	Human	Human	Unknown	2019	MDU	VIC	SAMN20033302	NA	SRR15116237	PRJNA529744	C4:A6:B42	Unclustered (Singleton)	21																																																				
AUSMDU00035601	AUSMDU00035601	131	Human	Human	Extraintestinal	2019	MDU	VIC	SAMN41064052	NA	SRR28786189	PRJNA857526	F36!/F31!:A4:B1	364	4																																																				
AUSMDU00035619	AUSMDU00035619	38	Human	Human	Intestinal	2019	MDU	VIC	SAMN20033303	NA	SRR15116235	PRJNA529744	F36!/F31!/F103!:A4:B1	112	20_785																																																				
AUSMDU00035626	AUSMDU00035626	167	Human	Human	Intestinal	2019	MDU	VIC	SAMN20033304	NA	SRR15116234	PRJNA529744	F36:A4:B-	247	5_1020_1036_1160																																																				
AUSMDU00035640	AUSMDU00035640	1193	Human	Human	Intestinal	2019	MDU	VIC	SAMN20033305	NA	SRR15116233	PRJNA529744	F-:A1:B10	Unclustered (Singleton)	15																																																				
AUSMDU00035652	AUSMDU00035652	127	Human	Human	Unknown	2019	MDU	VIC	SAMN20033306	NA	SRR15116232	PRJNA529744	F1:A1:B1	Unclustered (Singleton)	22																																																				
AUSMDU00035685	AUSMDU00035685	1178	Human	Human	Intestinal	2019	MDU	VIC	SAMN41064053	NA	SRR28786188	PRJNA857526	F77:A-:B-	Unclustered (Singleton)	284																																																				
AUSMDU00035704	AUSMDU00035704	5150	Human	Human	Unknown	2019	MDU	VIC	SAMN41064054	NA	SRR28786187	PRJNA857526	F29:A-:B10	712	20_785																																																				
AUSMDU00035849	AUSMDU00035849	1722	Human	Human	Extraintestinal	2019	MDU	VIC	SAMN20033307	NA	SRR15116231	PRJNA529744	F1:A2:B33	413	190																																																				
AUSMDU00035869	AUSMDU00035869	8489	Human	Human	Intestinal	2019	MDU	VIC	SAMN20033308	NA	SRR15116230	PRJNA529744	F-:A-:B-	Unclustered (Singleton)	385																																																				
AUSMDU00036067	AUSMDU00036067	167	Human	Human	Extraintestinal	2019	MDU	VIC	SAMN20033313	NA	SRR15116224	PRJNA529744	F36:A1:B20	253	5_1020_1036_1160																																																				
AUSMDU00036226	AUSMDU00036226	59	Human	Human	Intestinal	2019	MDU	VIC	SAMN41064056	NA	SRR28786184	PRJNA857526	F40!/F29!:A-:B10	Unclustered (Singleton)	32																																																				
AUSMDU00036256	AUSMDU00036256	2851	Human	Human	Extraintestinal	2019	MDU	VIC	SAMN20033314	NA	SRR15116223	PRJNA529744	F2:A4:B-	326	12																																																				
AUSMDU00036274	AUSMDU00036274	73	Human	Human	Extraintestinal	2019	MDU	VIC	SAMN20033315	NA	SRR15116222	PRJNA529744	F29:A-:B10	139	8																																																				
AUSMDU00036295	AUSMDU00036295	648	Human	Human	Extraintestinal	2019	MDU	VIC	SAMN41064057	NA	SRR28786183	PRJNA857526	F2!/F1!:A1:B1	126	31_757_1000																																																				
AUSMDU00036400	AUSMDU00036400	410	Human	Human	Intestinal	2019	MDU	VIC	SAMN20033316	NA	SRR15116221	PRJNA529744	F36!/F16!:A4:B1	71	12																																																				
AUSMDU00036729	AUSMDU00036729	6215	Human	Human	Extraintestinal	2019	MDU	VIC	SAMN41064058	NA	SRR28786182	PRJNA857526	F106*:A-:B-	Unclustered (Singleton)	1259																																																				
AUSMDU00036798	AUSMDU00036798	648	Human	Human	Intestinal	2019	MDU	VIC	SAMN20033317	NA	SRR15116220	PRJNA529744	F1:A1:B1	111	31_757_1000																																																				
AUSMDU00036800	AUSMDU00036800	227	Human	Human	Intestinal	2019	MDU	VIC	SAMN20033318	NA	SRR15116219	PRJNA529744	F10:A-:B-	742	5_1020_1036_1160																																																				
AUSMDU00036805	AUSMDU00036805	131	Human	Human	Intestinal	2019	MDU	VIC	SAMN20033319	NA	SRR15116218	PRJNA529744	F35:A1:B20	120	4																																																				
AUSMDU00036826	AUSMDU00036826	1231	Human	Human	Extraintestinal	2019	MDU	VIC	SAMN41064059	NA	SRR28786181	PRJNA857526	F33!/F1!:A1:B23	Unclustered (Singleton)	9_1394																																																				
AUSMDU00036956	AUSMDU00036956	6	Human	Human	Intestinal	2014	MDU	VIC	SAMN41063913	NA	SRR28786028	PRJNA857526	F28:A-:B-	Unclustered (Singleton)	55																																																				
AUSMDU00036958	AUSMDU00036958	270	Human	Human	Intestinal	2014	MDU	VIC	SAMN41063914	NA	SRR28785953	PRJNA857526	F28!/F2!:A-:B-	Unclustered (Singleton)	113																																																				
AUSMDU00036961	AUSMDU00036961	15775	Human	Human	Intestinal	2014	MDU	VIC	SAMN41063917	NA	SRR28786219	PRJNA857526	F10*:A19:B-	Unclustered (Singleton)	962																																																				
AUSMDU00036962	AUSMDU00036962	311	Human	Human	Intestinal	2014	MDU	VIC	SAMN41063918	NA	SRR28786208	PRJNA857526	F27:A-:B-	147	113																																																				
AUSMDU00036966	AUSMDU00036966	44	Human	Human	Intestinal	2014	MDU	VIC	SAMN41063919	NA	SRR28786197	PRJNA857526	F36!/F31!:A4:B1	331	223																																																				
AUSMDU00037018	AUSMDU00037018	167	Human	Human	Intestinal	2019	MDU	VIC	SAMN20033320	NA	SRR15116217	PRJNA529744	F36:A4:B-	247	5_1020_1036_1160																																																				
AUSMDU00037080	AUSMDU00037080	354	Human	Human	Unknown	2019	MDU	VIC	SAMN20033321	NA	SRR15116216	PRJNA529744	F-:A1:B32	Unclustered (Singleton)	76_548																																																				
AUSMDU00037150	AUSMDU00037150	4550	Human	Human	Intestinal	2019	MDU	VIC	SAMN41064060	NA	SRR28786180	PRJNA857526	F16:A-:B40	Unclustered (Singleton)	239																																																				
AUSMDU00037221	AUSMDU00037221	452	Human	Human	Intestinal	2019	MDU	VIC	SAMN41064061	NA	SRR28786115	PRJNA857526	F-:A-:B-	Unclustered (Singleton)	1603																																																				
AUSMDU00037327	AUSMDU00037327	167	Human	Human	Intestinal	2019	MDU	VIC	SAMN20033322	NA	SRR15116215	PRJNA529744	F-:A-:B-	Unclustered (Singleton)	5_1020_1036_1160																																																				
AUSMDU00037358	AUSMDU00037358	176	Human	Human	Extraintestinal	2019	MDU	VIC	SAMN20033323	NA	SRR15116213	PRJNA529744	F-:A-:B-	713	1094																																																				
AUSMDU00037412	AUSMDU00037412	617	Human	Human	Extraintestinal	2019	MDU	VIC	SAMN41064063	NA	SRR28786113	PRJNA857526	F36!/F31!:A24:B1	178	60																																																				
AUSMDU00037482	AUSMDU00037482	62	Human	Human	Intestinal	2019	MDU	VIC	SAMN41064062	NA	SRR28786114	PRJNA857526	F40!/F29!:A-:B10	319	53																																																				
AUSMDU00037491	AUSMDU00037491	1702	Human	Human	Intestinal	2019	MDU	VIC	SAMN20033325	NA	SRR15116211	PRJNA529744	F36:A4:B-	99	5_1020_1036_1160																																																				
AUSMDU00037492	AUSMDU00037492	940	Human	Human	Intestinal	2019	MDU	VIC	SAMN20033326	NA	SRR15116210	PRJNA529744	F36:A1:B1	154	581																																																				
AUSMDU00037559	AUSMDU00037559	2089	Human	Human	Extraintestinal	2019	MDU	VIC	SAMN20033331	NA	SRR15116205	PRJNA529744	F-:A-:B15	Unclustered (Singleton)	240																																																				
AUSMDU00037771	AUSMDU00037771	131	Human	Human	Extraintestinal	2019	MDU	VIC	SAMN41064064	NA	SRR28786112	PRJNA857526	F29:A-:B10	164	25																																																				
AUSMDU00037793	AUSMDU00037793	167	Environmental	Environmental	Other	2019	MDU	VIC	SAMN41064065	NA	SRR28786110	PRJNA857526	F2:A4:B-	149	5_1020_1036_1160																																																				
AUSMDU00037794	AUSMDU00037794	8346	Environmental	Environmental	Other	2019	MDU	VIC	SAMN41064066	NA	SRR28786109	PRJNA857526	F2:A4:B-	Unclustered (Singleton)	479																																																				
AUSMDU00037802	AUSMDU00037802	38	Human	Human	Extraintestinal	2019	MDU	VIC	SAMN20033333	NA	SRR15116202	PRJNA529744	F-:A-:B-	38	20_785																																																				
AUSMDU00037873	AUSMDU00037873	46	Human	Human	Intestinal	2019	MDU	VIC	SAMN20033334	NA	SRR15116201	PRJNA529744	F1:A16?:B20	394	603																																																				
AUSMDU00037923	AUSMDU00037923	131	Human	Human	Extraintestinal	2019	MDU	VIC	SAMN20033336	NA	SRR15116199	PRJNA529744	F1:A2:B20	45	4																																																				
AUSMDU00037930	AUSMDU00037930	999	Human	Human	Extraintestinal	2019	MDU	VIC	SAMN20033337	NA	SRR15116198	PRJNA529744	F64:A-:B62*	Unclustered (Singleton)	525																																																				
AUSMDU00037962	AUSMDU00037962	410	Human	Human	Intestinal	2019	MDU	VIC	SAMN20033338	NA	SRR15116197	PRJNA529744	F-:A-:B-	Unclustered (Singleton)	12																																																				
AUSMDU00037976	AUSMDU00037976	648	Human	Human	Unknown	2019	MDU	VIC	SAMN20033339	NA	SRR15116196	PRJNA529744	F36:A-:B32	798	31_757_1000																																																				
AUSMDU00037994	AUSMDU00037994	405	Human	Human	Extraintestinal	2019	MDU	VIC	SAMN41064067	NA	SRR28786108	PRJNA857526	F-:A-:B-	Unclustered (Singleton)	24																																																				
AUSMDU00038261	AUSMDU00038261	361	Human	Human	Intestinal	2019	MDU	VIC	SAMN41064068	NA	SRR28786107	PRJNA857526	F-:A-:B-	601	86																																																				
AUSMDU00038265	AUSMDU00038265	131	Human	Human	Extraintestinal	2019	MDU	VIC	SAMN41064070	NA	SRR28786105	PRJNA857526	F29:A-:B10	16	25																																																				
AUSMDU00038299	AUSMDU00038299	17	Human	Human	Intestinal	2012	MDU	VIC	SAMN41063908	NA	SRR28786052	PRJNA857526	F-:A-:B13	Unclustered (Singleton)	6																																																				
AUSMDU00038329	AUSMDU00038329	5282	Human	Human	Intestinal	2019	MDU	VIC	SAMN41064069	NA	SRR28786106	PRJNA857526	F-:A-:B-	Unclustered (Singleton)	1128																																																				
AUSMDU00038475	AUSMDU00038475	131	Human	Human	Extraintestinal	2019	MDU	VIC	SAMN41064072	NA	SRR28786103	PRJNA857526	F2:A1:B16	1346	4																																																				
AUSMDU00038476	AUSMDU00038476	131	Human	Human	Extraintestinal	2019	MDU	VIC	SAMN41064073	NA	SRR28786102	PRJNA857526	F2:A1:B16	1346	4																																																				
AUSMDU00038484	AUSMDU00038484	361	Human	Human	Intestinal	2019	MDU	VIC	SAMN20033340	NA	SRR15116195	PRJNA529744	F59*:A-:B-	Unclustered (Singleton)	86																																																				
AUSMDU00038489	AUSMDU00038489	405	Human	Human	Extraintestinal	2019	MDU	VIC	SAMN20033341	NA	SRR15116194	PRJNA529744	F36!/F31!:A4:B1	338	24																																																				
AUSMDU00038534	AUSMDU00038534	131	Human	Human	Extraintestinal	2019	MDU	VIC	SAMN41064071	NA	SRR28786104	PRJNA857526	F1:A2:B20	45	4																																																				
AUSMDU00038660	AUSMDU00038660	10	Human	Human	Intestinal	2019	MDU	VIC	SAMN20033343	NA	SRR15116191	PRJNA529744	F1:A1:B1	Unclustered (Singleton)	5_1020_1036_1160																																																				
AUSMDU00038776	AUSMDU00038776	1193	Human	Human	Extraintestinal	2019	MDU	VIC	SAMN41064075	NA	SRR28786099	PRJNA857526	F-:A1:B10	Unclustered (Singleton)	15																																																				
AUSMDU00038878	AUSMDU00038878	6196	Human	Human	Intestinal	2019	MDU	VIC	SAMN41064076	NA	SRR28786098	PRJNA857526	F59*:A-:B78*	Unclustered (Singleton)	442																																																				
AUSMDU00038883	AUSMDU00038883	405	Human	Human	Unknown	2019	MDU	VIC	SAMN20033344	NA	SRR15116190	PRJNA529744	F29:A-:B10	274	24																																																				
AUSMDU00038915	AUSMDU00038915	405	Human	Human	Extraintestinal	2019	MDU	VIC	SAMN20033345	NA	SRR15116189	PRJNA529744	F29:A-:B10	274	24																																																				
AUSMDU00038939	AUSMDU00038939	131	Human	Human	Extraintestinal	2019	MDU	VIC	SAMN41064077	NA	SRR28786097	PRJNA857526	F-:A-:B-	17	4																																																				
AUSMDU00038961	AUSMDU00038961	636	Human	Human	Extraintestinal	2019	MDU	VIC	SAMN41064078	NA	SRR28786096	PRJNA857526	F-:A-:B-	Unclustered (Singleton)	140																																																				
