name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
MG489944		MG489944	1130	2752	+	mcr-1.1	phosphoethanolamine--lipid A transferase MCR-1.1	core	AMR	AMR	COLISTIN	COLISTIN	ALLELEX	541	541	100.0	100.0	541	WP_049589868.1	phosphoethanolamine--lipid A transferase MCR-1.1		
MK541987		MK541987	41184	42320	-	cfr(C)	23S rRNA (adenine(2503)-C(8))-methyltransferase Cfr(C)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	EXACTX	379	379	100.0	100.0	379	WP_111690898.1	23S rRNA (adenine(2503)-C(8))-methyltransferase Cfr(C)		
MK541987		MK541987	42373	43164	-	aph(3')-IIIa	aminoglycoside O-phosphotransferase APH(3')-IIIa	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	EXACTX	264	264	100.0	100.0	264	WP_001096887.1	aminoglycoside O-phosphotransferase APH(3')-IIIa		
MK541987		MK541987	46360	48276	-	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	639	639	100.0	99.06	639	WP_032490535.1	tetracycline resistance ribosomal protection protein Tet(O)		
CP009319		CP009319	145	378	-	merE	broad-spectrum mercury transporter MerE	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	78	78	100.0	100.0	78	AAC38236.1	broad-spectrum mercury transporter MerE		
CP009319		CP009319	378	740	-	merD	mercury resistance co-regulator MerD	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	121	121	100.0	98.35	121	AAC38221.1	mercury resistance co-regulator MerD		
CP009319		CP009319	2402	2644	-	merF	mercury resistance system transport protein MerF	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	81	81	100.0	100.0	81	ABA25986.1	mercury resistance system transport protein MerF		
CP009319		CP009319	2653	2922	-	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	90	91	98.9	93.33	90	AAA98223.1	mercury resistance system periplasmic binding protein MerP		
CP009319		CP009319	2941	3288	-	merT	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	116	116	100.0	93.97	116	AAA98222.1	mercuric transport protein MerT		
CP009319		CP009319	3360	3791	+	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	144	144	100.0	94.44	144	AAC38229.1	mercury resistance transcriptional regulator MerR		
KF874499		KF874499	15984	16862	+	blaKPC-2	carbapenem-hydrolyzing class A beta-lactamase KPC-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	293	293	100.0	100.0	293	WP_004199234.1	carbapenem-hydrolyzing class A beta-lactamase KPC-2		
KF874499		KF874499	26527	27348	+	blaOXA	OXA-9 family class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	INTERNAL_STOP	274	274	100.0	99.64	274	WP_000722315.1	oxacillin-hydrolyzing class D beta-lactamase OXA-9		
KF874499		KF874499	28051	28908	+	blaTEM-1	class A broad-spectrum beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.0	100.0	286	WP_000027057.1	class A broad-spectrum beta-lactamase TEM-1		
KF874499		KF874499	33888	34307	-	merC	organomercurial transporter MerC	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	EXACTX	140	140	100.0	100.0	140	AAC33908.1	organomercurial transporter MerC		
CP019567		CP019567	13	495	+	lnu(A)	lincosamide nucleotidyltransferase Lnu(A)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	EXACTX	161	161	100.0	100.0	161	WP_001829870.1	lincosamide nucleotidyltransferase Lnu(A)		
CP019447		CP019447	46222	48762	-	cyaA_S352T	Escherichia fosmidomycin resistant CyaA	core	AMR	POINT	FOSMIDOMYCIN	FOSMIDOMYCIN	POINTX	847	848	100.0	93.4	848	WP_000281668.1	adenylate cyclase CyaA		
MN232204		MN232204	18487	20109	+	mcr-1.1	phosphoethanolamine--lipid A transferase MCR-1.1	core	AMR	AMR	COLISTIN	COLISTIN	ALLELEX	541	541	100.0	100.0	541	WP_049589868.1	phosphoethanolamine--lipid A transferase MCR-1.1		
CP038650		CP038650	775	1128	+	ant(2'')-Ia	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	PARTIALX	118	177	66.67	98.31	118	WP_000381803.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia		
LT985216		LT985216	126	983	-	blaTEM-3	class A extended-spectrum beta-lactamase TEM-3	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	286	286	100.0	100.0	286	WP_032488414.1	class A extended-spectrum beta-lactamase TEM-3		
JQ432564		JQ432564	17864	18676	+	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTX	271	271	100.0	100.0	271	WP_000018326.1	aminoglycoside O-phosphotransferase APH(3')-Ia		
JQ432564		JQ432564	20017	20568	-	aac(6')-Ib4	aminoglycoside N-acetyltransferase AAC(6')-Ib4	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	ALLELEX	184	184	100.0	100.0	184	WP_003159191.1	aminoglycoside N-acetyltransferase AAC(6')-Ib4		
JQ432564		JQ432564	20988	21722	-	blaIMP-31	subclass B1 metallo-beta-lactamase IMP-31	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	245	245	100.0	100.0	245	WP_031943232.1	subclass B1 metallo-beta-lactamase IMP-31		
MH113855		MH113855	24392	25603	+	floR	chloramphenicol/florfenicol efflux MFS transporter FloR	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	EXACTX	404	404	100.0	100.0	404	WP_000214122.1	chloramphenicol/florfenicol efflux MFS transporter FloR		
MH113855		MH113855	26209	27405	-	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.0	100.0	399	WP_000804063.1	tetracycline efflux MFS transporter Tet(A)		
MH113855		MH113855	28744	29577	-	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.0	100.0	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id		
MH113855		MH113855	29580	30404	-	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	275	275	100.0	100.0	275	WP_109545041.1	aminoglycoside O-phosphotransferase APH(3'')-Ib		
MH113855		MH113855	30444	31256	-	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.0	100.0	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2		
MH113855		MH113855	93295	94035	+	blaVMB-1	subclass B1 metallo-beta-lactamase VMB-1	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	247	247	100.0	100.0	247	WP_172692932.1	subclass B1 metallo-beta-lactamase VMB-1		
MH113855		MH113855	94121	94591	+	dfrA1	trimethoprim-resistant dihydrofolate reductase DfrA1	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.0	100.0	157	WP_000777554.1	trimethoprim-resistant dihydrofolate reductase DfrA1		
MH113855		MH113855	94746	95609	+	blaPSE	PSE family carbenicillin-hydrolyzing class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	288	288	100.0	98.96	288	WP_032489168.1	PSE family carbenicillin-hydrolyzing class A beta-lactamase CARB-4		
MH113855		MH113855	118306	118857	+	aac(6')-Ib-cr5	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5	core	AMR	AMR	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	ALLELEX	184	184	100.0	100.0	184	WP_063840321.1	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5		
MH113855		MH113855	119137	119790	+	qnrVC1	quinolone resistance pentapeptide repeat protein QnrVC1	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	218	218	100.0	100.0	218	WP_000415714.1	quinolone resistance pentapeptide repeat protein QnrVC1		
MH113855		MH113855	119957	120508	+	aac(6')-Ib4	aminoglycoside N-acetyltransferase AAC(6')-Ib4	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	ALLELEX	184	184	100.0	100.0	184	WP_003159191.1	aminoglycoside N-acetyltransferase AAC(6')-Ib4		
MH113855		MH113855	120591	121061	+	dfrA14	trimethoprim-resistant dihydrofolate reductase DfrA14	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.0	100.0	157	WP_004201280.1	trimethoprim-resistant dihydrofolate reductase DfrA14		
MH113855		MH113855	124773	125675	-	mph(A)	Mph(A) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	301	301	100.0	100.0	301	WP_000219391.1	Mph(A) family macrolide 2'-phosphotransferase		
MH113855		MH113855	128987	129220	-	merE	broad-spectrum mercury transporter MerE	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	78	78	100.0	97.44	78	AAA88371.1	broad-spectrum mercury transporter MerE		
MH113855		MH113855	129220	129582	-	merD	mercury resistance co-regulator MerD	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	121	121	100.0	100.0	121	AAA88370.1	mercury resistance co-regulator MerD		
MH113855		MH113855	129697	130332	-	merB	organomercurial lyase MerB	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	EXACTX	212	212	100.0	100.0	212	AAA88369.1	organomercurial lyase MerB		
MH113855		MH113855	130350	132032	-	merA	mercury(II) reductase	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	561	561	100.0	92.69	561	ACU65296.1	mercury(II) reductase		
MH113855		MH113855	132107	132379	-	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	91	91	100.0	100.0	91	AAA98223.1	mercury resistance system periplasmic binding protein MerP		
MH113855		MH113855	132398	132745	-	merT	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	116	116	100.0	100.0	116	AAA98222.1	mercuric transport protein MerT		
MH113855		MH113855	132817	133248	+	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	144	144	100.0	100.0	144	AAA98221.1	mercury resistance transcriptional regulator MerR		
NC_007772		NC_007772	32749	33705	+	cpe	enterotoxin CPE	plus	VIRULENCE	VIRULENCE			EXACTX	319	319	100.0	100.0	319	AAA72120.1	enterotoxin CPE		
MK356561		MK356561	16019	16672	+	qnrS1	quinolone resistance pentapeptide repeat protein QnrS1	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	218	218	100.0	100.0	218	WP_001516695.1	quinolone resistance pentapeptide repeat protein QnrS1		
MK356561		MK356561	26803	27999	-	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	399	399	100.0	99.75	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)		
CP038464		CP038464	41119	41772	+	qnrVC4	quinolone resistance pentapeptide repeat protein QnrVC4	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	218	218	100.0	100.0	218	WP_000361704.1	quinolone resistance pentapeptide repeat protein QnrVC4		
CP038464		CP038464	42032	42361	+	qacF	quaternary ammonium compound efflux SMR transporter QacF	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	EXACTX	110	110	100.0	100.0	110	WP_015243636.1	quaternary ammonium compound efflux SMR transporter QacF		
CP038464		CP038464	42453	43004	+	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	184	184	100.0	100.0	184	WP_022631510.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase		
CP038464		CP038464	43222	44478	+	cmlA5	chloramphenicol efflux MFS transporter CmlA5	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	419	419	100.0	100.0	419	WP_012300772.1	chloramphenicol efflux MFS transporter CmlA5		
CP038464		CP038464	44746	45543	+	blaOXA-10	oxacillin-hydrolyzing class D beta-lactamase OXA-10	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	266	266	100.0	100.0	266	WP_000846390.1	oxacillin-hydrolyzing class D beta-lactamase OXA-10		
CP038464		CP038464	45563	46351	+	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.0	100.0	263	WP_001209508.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1		
CP038464		CP038464	46389	46859	+	dfrA14	trimethoprim-resistant dihydrofolate reductase DfrA14	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.0	100.0	157	WP_004201280.1	trimethoprim-resistant dihydrofolate reductase DfrA14		
CP038464		CP038464	50571	51473	-	mph(A)	Mph(A) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	301	301	100.0	100.0	301	WP_000219391.1	Mph(A) family macrolide 2'-phosphotransferase		
CP038464		CP038464	52450	53262	+	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTX	271	271	100.0	100.0	271	WP_000018329.1	aminoglycoside O-phosphotransferase APH(3')-Ia		
CP038464		CP038464	59099	59332	-	merE	broad-spectrum mercury transporter MerE	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	78	78	100.0	97.44	78	AAA88371.1	broad-spectrum mercury transporter MerE		
CP038464		CP038464	59332	59694	-	merD	mercury resistance co-regulator MerD	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	121	121	100.0	100.0	121	AAA88370.1	mercury resistance co-regulator MerD		
CP038464		CP038464	59809	60444	-	merB	organomercurial lyase MerB	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	EXACTX	212	212	100.0	100.0	212	AAA88369.1	organomercurial lyase MerB		
CP038464		CP038464	60462	62144	-	merA	mercury(II) reductase	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	561	561	100.0	92.69	561	ACU65296.1	mercury(II) reductase		
CP038464		CP038464	62219	62491	-	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	91	91	100.0	100.0	91	AAA98223.1	mercury resistance system periplasmic binding protein MerP		
CP038464		CP038464	62510	62857	-	merT	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	116	116	100.0	100.0	116	AAA98222.1	mercuric transport protein MerT		
CP038464		CP038464	62929	63360	+	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	144	144	100.0	100.0	144	AAA98221.1	mercury resistance transcriptional regulator MerR		
CP038464		CP038464	117115	118326	+	floR	chloramphenicol/florfenicol efflux MFS transporter FloR	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	EXACTX	404	404	100.0	100.0	404	WP_000214122.1	chloramphenicol/florfenicol efflux MFS transporter FloR		
CP038464		CP038464	118932	120128	-	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.0	100.0	399	WP_000804063.1	tetracycline efflux MFS transporter Tet(A)		
CP038464		CP038464	121467	122300	-	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.0	100.0	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id		
CP038464		CP038464	122303	123127	-	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	275	275	100.0	100.0	275	WP_109545041.1	aminoglycoside O-phosphotransferase APH(3'')-Ib		
CP038464		CP038464	123167	123979	-	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.0	100.0	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2		
CP038464		CP038464	152320	153462	+	blaCMY-2	class C beta-lactamase CMY-2	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	381	381	100.0	100.0	381	WP_000976514.1	class C beta-lactamase CMY-2		
CP033351		CP033351	136317	136781	-	terW	tellurium resistance protein TerW	plus	STRESS	METAL	TELLURIUM	TELLURIUM	EXACTX	155	155	100.0	100.0	155	AAC44736.1	tellurium resistance protein TerW		
CP033351		CP033351	143355	143933	+	terZ	tellurium resistance-associated protein TerZ	plus	STRESS	METAL	TELLURIUM	TELLURIUM	BLASTX	193	193	100.0	98.45	193	AAA86846.1	tellurium resistance-associated protein TerZ		
CP033351		CP033351	146683	147258	+	terD	tellurium resistance membrane protein TerD	plus	STRESS	METAL	TELLURIUM	TELLURIUM	BLASTX	192	192	100.0	96.35	192	AAA98292.1	tellurium resistance membrane protein TerD		
CP033351		CP033351	150591	152213	-	mcr-1.19	phosphoethanolamine--lipid A transferase MCR-1.19	core	AMR	AMR	COLISTIN	COLISTIN	ALLELEX	541	541	100.0	100.0	541	WP_129336087.1	phosphoethanolamine--lipid A transferase MCR-1.19		
CP033351		CP033351	183720	184133	-	fosA3	fosfomycin resistance glutathione transferase FosA3	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	ALLELEX	138	138	100.0	100.0	138	WP_014839980.1	fosfomycin resistance glutathione transferase FosA3		
CP033351		CP033351	184748	185620	-	blaCTX-M-14	class A extended-spectrum beta-lactamase CTX-M-14	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.0	100.0	291	WP_001617865.1	class A extended-spectrum beta-lactamase CTX-M-14		
CP033351		CP033351	186741	187514	+	aac(3)-IVa	aminoglycoside N-acetyltransferase AAC(3)-IVa	core	AMR	AMR	AMINOGLYCOSIDE	APRAMYCIN/GENTAMICIN/TOBRAMYCIN	EXACTX	258	258	100.0	100.0	258	WP_001199192.1	aminoglycoside N-acetyltransferase AAC(3)-IVa		
CP033351		CP033351	187746	188768	+	aph(4)-Ia	aminoglycoside O-phosphotransferase APH(4)-Ia	core	AMR	AMR	AMINOGLYCOSIDE	HYGROMYCIN	EXACTX	341	341	100.0	100.0	341	WP_000742814.1	aminoglycoside O-phosphotransferase APH(4)-Ia		
MH423312		MH423312	2162	2893	+	erm(C)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTX	244	244	100.0	99.59	244	WP_001003263.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)		
JN315882		JN315882	4037	5251	+	tet(E)	tetracycline efflux MFS transporter Tet(E)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	405	405	100.0	98.52	405	WP_011899270.1	tetracycline efflux MFS transporter Tet(E)		
CP039320		CP039320	59608	60033	-	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	142	144	98.61	92.96	142	CAA77320.1	mercury resistance transcriptional regulator MerR		
CP039320		CP039320	60123	60467	+	merT	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	115	116	99.14	99.13	115	CAA70196.1	mercuric transport protein MerT		
CP039320		CP039320	61253	62935	+	merA	mercury(II) reductase	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	561	561	100.0	93.23	561	ACU65296.1	mercury(II) reductase		
CP039320		CP039320	62956	63318	+	merD	mercury resistance co-regulator MerD	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	121	121	100.0	90.08	121	AAC38221.1	mercury resistance co-regulator MerD		
CP039320		CP039320	63318	63551	+	merE	broad-spectrum mercury transporter MerE	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	78	78	100.0	96.15	78	AAC38236.1	broad-spectrum mercury transporter MerE		
KJ721790		KJ721790	12173	13051	+	blaKPC-3	carbapenem-hydrolyzing class A beta-lactamase KPC-3	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	293	293	100.0	100.0	293	WP_004152396.1	carbapenem-hydrolyzing class A beta-lactamase KPC-3		
KJ721790		KJ721790	22715	23536	+	blaOXA	OXA-9 family class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	INTERNAL_STOP	274	274	100.0	99.64	274	WP_000722315.1	oxacillin-hydrolyzing class D beta-lactamase OXA-9		
KJ721790		KJ721790	24239	25096	+	blaTEM-1	class A broad-spectrum beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.0	100.0	286	WP_000027057.1	class A broad-spectrum beta-lactamase TEM-1		
KJ721790		KJ721790	30076	30495	-	merC	organomercurial transporter MerC	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	EXACTX	140	140	100.0	100.0	140	AAC33908.1	organomercurial transporter MerC		
MG886287		MG886287	1661	3301	-	mcr-5.3	phosphoethanolamine--lipid A transferase MCR-5.3	core	AMR	AMR	COLISTIN	COLISTIN	ALLELEX	547	547	100.0	100.0	547	WP_114699278.1	phosphoethanolamine--lipid A transferase MCR-5.3		
KT448819		KT448819	8953	9687	-	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTX	245	245	100.0	98.78	245	WP_001038795.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)		
KT448819		KT448819	10440	11231	-	aph(3')-IIIa	aminoglycoside O-phosphotransferase APH(3')-IIIa	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	EXACTX	264	264	100.0	100.0	264	WP_001096887.1	aminoglycoside O-phosphotransferase APH(3')-IIIa		
KT448819		KT448819	12963	13763	-	lnu(B)	lincosamide nucleotidyltransferase Lnu(B)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	EXACTX	267	267	100.0	100.0	267	WP_032495568.1	lincosamide nucleotidyltransferase Lnu(B)		
KT448819		KT448819	13820	15301	-	lsa(E)	ABC-F type ribosomal protection protein Lsa(E)	core	AMR	AMR	LINCOSAMIDE/STREPTOGRAMIN	LINCOSAMIDE/STREPTOGRAMIN	EXACTX	494	494	100.0	100.0	494	WP_002294513.1	ABC-F type ribosomal protection protein Lsa(E)		
KT448819		KT448819	17371	18177	-	spw	ANT(9) family aminoglycoside nucleotidyltransferase Spw	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	EXACTX	269	269	100.0	100.0	269	WP_002294509.1	ANT(9) family aminoglycoside nucleotidyltransferase Spw		
KT448819		KT448819	18883	19743	-	ant(6)-Ia	aminoglycoside nucleotidyltransferase ANT(6)-Ia	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	287	287	100.0	100.0	287	WP_002294505.1	aminoglycoside nucleotidyltransferase ANT(6)-Ia		
KT448819		KT448819	20051	20785	-	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTX	245	245	100.0	98.78	245	WP_002321849.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)		
CP018670		CP018670	8686	9981	+	ncrA	Metal Resistance	plus	STRESS	METAL	NICKEL	NICKEL	EXACTX	432	432	100.0	100.0	432	ABF61434.1	Metal Resistance		
CP018670		CP018670	10090	10356	+	ncrB	nickel-sensing transcriptional repressor NcrB	plus	STRESS	METAL	NICKEL	NICKEL	EXACTX	89	89	100.0	100.0	89	ABF61435.1	nickel-sensing transcriptional repressor NcrB		
CP018670		CP018670	10372	11499	+	ncrC	Ni(II)/Co(II) efflux transporter permease subunit NcrC	plus	STRESS	METAL	COPPER/NICKEL	COPPER/NICKEL	EXACTX	376	376	100.0	100.0	376	ADF64798.1	Ni(II)/Co(II) efflux transporter permease subunit NcrC		
CP018670		CP018670	11664	12083	+	ncrY	nickel resistance OB fold protein NcrY	plus	STRESS	METAL	NICKEL	NICKEL	EXACTX	140	140	100.0	100.0	140	ABF61437.1	nickel resistance OB fold protein NcrY		
CP018670		CP018670	48419	48847	-	silE	silver-binding protein SilE	plus	STRESS	METAL	SILVER	SILVER	BLASTX	143	143	100.0	95.8	143	AAD11743.1	silver-binding protein SilE		
CP018670		CP018670	49101	50573	-	silS	copper/silver sensor histidine kinase SilS	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	491	491	100.0	98.98	491	SPD96882.1	copper/silver sensor histidine kinase SilS		
CP018670		CP018670	50569	51246	-	silR	copper/silver response regulator transcription factor SilR	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	226	226	100.0	98.23	226	SPD96883.1	copper/silver response regulator transcription factor SilR		
CP018670		CP018670	51436	52818	+	silC	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	461	461	100.0	99.57	461	SPD96884.1	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC		
CP018670		CP018670	52850	53200	+	silF	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	117	117	100.0	99.15	117	KGL71342.1	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF		
CP018670		CP018670	53317	54606	+	silB	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	430	430	100.0	97.91	430	AAD11748.1	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB		
CP018670		CP018670	54620	57763	+	silA	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	1048	1048	100.0	98.85	1048	AAD11749.1	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA		
CP018670		CP018670	58399	60864	+	silP	Ag(+)-translocating P-type ATPase SilP	plus	STRESS	METAL	SILVER	SILVER	BLASTX	822	824	99.64	94.53	823	AAD11750.1	Ag(+)-translocating P-type ATPase SilP		
CP018670		CP018670	62848	64662	+	pcoA	multicopper oxidase PcoA	plus	STRESS	METAL	COPPER	COPPER	EXACTX	605	605	100.0	100.0	605	CAA58525.1	multicopper oxidase PcoA		
CP018670		CP018670	64671	65558	+	pcoB	copper-binding protein PcoB	plus	STRESS	METAL	COPPER	COPPER	EXACTX	296	296	100.0	100.0	296	CAA58526.1	copper-binding protein PcoB		
